distance
54
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	
1	0.000000	0.000000	0.000000	0.000000	0.003670	0.000000	0.011055	0.011055	0.011055	0.007372	0.011081	0.007355	0.014873	0.014838	0.017329	0.011055	0.018542	0.014769	0.014769	0.014769	0.011055	0.022243	0.014769	0.030541	0.081471	0.069560	0.069560	0.073581	0.085746	0.093476	0.093476	0.093709	0.097824	0.105839	0.105839	0.101700	0.097579	0.106106	0.106106	0.097336	0.101700	0.114460	0.123203	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	FN543420.K
2	0.000000	0.000000	0.000000	0.000000	0.003670	0.000000	0.011055	0.011055	0.011055	0.007372	0.011081	0.007355	0.014873	0.014838	0.017329	0.011055	0.018542	0.014769	0.014769	0.014769	0.011055	0.022243	0.014769	0.030541	0.081471	0.069560	0.069560	0.073581	0.085746	0.093476	0.093476	0.093709	0.097824	0.105839	0.105839	0.101700	0.097579	0.106106	0.106106	0.097336	0.101700	0.114460	0.123203	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	FN543411.K
3	0.000000	0.000000	0.000000	0.000000	0.003670	0.000000	0.011055	0.011055	0.011055	0.007372	0.011081	0.007355	0.014873	0.014838	0.017329	0.011055	0.018542	0.014769	0.014769	0.014769	0.011055	0.022243	0.014769	0.030541	0.081471	0.069560	0.069560	0.073581	0.085746	0.093476	0.093476	0.093709	0.097824	0.105839	0.105839	0.101700	0.097579	0.106106	0.106106	0.097336	0.101700	0.114460	0.123203	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	0.105839	FN543404.H
4	0.000000	0.000000	0.000000	0.000000	0.003670	0.000000	0.011055	0.011055	0.013476	0.007372	0.011081	0.007355	0.014873	0.014838	0.019509	0.011055	0.018542	0.014769	0.013476	0.013476	0.010088	0.023713	0.013476	0.031414	0.081471	0.069560	0.066847	0.070501	0.081550	0.093476	0.093476	0.093709	0.097824	0.099797	0.099797	0.096045	0.092308	0.103802	0.103802	0.092099	0.096045	0.107593	0.115488	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	FN565520.I
5	0.003670	0.003670	0.003670	0.003670	0.000000	0.003670	0.014769	0.014769	0.014769	0.011081	0.014804	0.011055	0.018629	0.018585	0.021712	0.014769	0.022295	0.018499	0.018499	0.018499	0.014769	0.026003	0.018499	0.034987	0.077427	0.065556	0.065556	0.069560	0.081673	0.097579	0.097579	0.097824	0.101956	0.101700	0.101700	0.097579	0.093476	0.101956	0.101956	0.093243	0.097579	0.110274	0.118968	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	FN543409.K
6	0.000000	0.000000	0.000000	0.000000	0.003670	0.000000	0.011055	0.011055	0.013476	0.007372	0.011081	0.007355	0.014873	0.014838	0.019509	0.011055	0.018542	0.014769	0.013476	0.013476	0.010088	0.023713	0.013476	0.031414	0.081471	0.069560	0.066847	0.070501	0.081550	0.093476	0.093476	0.093709	0.097824	0.099797	0.099797	0.096045	0.092308	0.103802	0.103802	0.092099	0.096045	0.107593	0.115488	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	0.099797	FN543470.I
7	0.011055	0.011055	0.011055	0.011055	0.014769	0.011055	0.000000	0.014769	0.022243	0.018542	0.022295	0.018499	0.026186	0.026125	0.030541	0.022243	0.029847	0.026003	0.026003	0.026003	0.022243	0.033567	0.026003	0.043942	0.077427	0.073581	0.073581	0.077618	0.089836	0.097579	0.097579	0.097824	0.110274	0.101700	0.101700	0.097579	0.093476	0.101956	0.101956	0.093243	0.097579	0.110274	0.118968	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	FN543413.K
8	0.011055	0.011055	0.011055	0.011055	0.014769	0.011055	0.014769	0.000000	0.014769	0.011081	0.014804	0.011055	0.018629	0.018585	0.021712	0.014769	0.022295	0.018499	0.018499	0.018499	0.022243	0.026003	0.026003	0.034987	0.077427	0.073581	0.073581	0.077618	0.089836	0.089390	0.089390	0.089612	0.101956	0.101700	0.101700	0.097579	0.093476	0.101956	0.101956	0.093243	0.097579	0.110274	0.118968	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	0.101700	FN543406.K
9	0.011055	0.011055	0.011055	0.013476	0.014769	0.013476	0.022243	0.014769	0.000000	0.011081	0.014804	0.011055	0.018629	0.018585	0.015574	0.014769	0.022295	0.018499	0.020288	0.020288	0.023713	0.010088	0.027150	0.027429	0.085533	0.081673	0.074170	0.077853	0.088988	0.097579	0.097579	0.097824	0.101956	0.107346	0.107346	0.103564	0.099797	0.111399	0.111399	0.099570	0.103564	0.115220	0.123195	0.107346	0.107346	0.107346	0.107346	0.107346	0.107346	0.107346	0.107346	0.107346	0.107346	0.107346	FN543471.I
10	0.007372	0.007372	0.007372	0.007372	0.011081	0.007372	0.018542	0.011081	0.011081	0.000000	0.003670	0.007372	0.014907	0.014873	0.017376	0.011081	0.018585	0.014804	0.014804	0.014804	0.018542	0.022295	0.022295	0.030625	0.089836	0.077811	0.077811	0.081877	0.094180	0.093709	0.093709	0.093944	0.098069	0.114460	0.114460	0.110274	0.106106	0.114752	0.114752	0.105839	0.110274	0.123203	0.132069	0.114460	0.114460	0.114460	0.114460	0.114460	0.114460	0.114460	0.114460	0.114460	0.114460	0.114460	FN543415.K
